,Time,Cooling efficiency,Cooling power,Motor power W,Volume flow l/min 1,Volume flow l/min 2,Pressure bar 1,Pressure bar 2,Pressure bar 3,Pressure bar 4,Pressure bar 5,Pressure bar 6,Efficiency factor,Temperature 1,Temperature  2,Temperature  3,Temperature  4, Vibration mm/s,Date
9360,9360,19.808,1.544,2275.8,7.749,9.221,147.0,121.71,2.008,0.0,8.564,8.506,69.902,53.98,58.574,55.492,49.242,0.636,2018-05-02 12:00:00
9420,9420,19.861,1.558,2269.6,7.613,9.227,147.21,121.73,2.008,0.0,8.573,8.512,69.921,54.074,58.598,55.457,49.207,0.623,2018-05-02 13:00:00
9480,9480,19.814,1.545,2267.6,7.672,9.184,147.28,121.73,2.023,0.0,8.573,8.518,69.856,54.055,58.578,55.484,49.234,0.622,2018-05-02 14:00:00
9540,9540,20.055,1.57,2269.8,7.651,9.23,147.2,121.59,2.062,0.0,8.583,8.517,70.021,54.0,58.598,55.477,49.156,0.626,2018-05-02 15:00:00
9600,9600,19.912,1.558,2275.0,7.616,9.22,146.94,121.58,2.031,0.0,8.566,8.51,69.749,54.066,58.617,55.48,49.195,0.623,2018-05-02 16:00:00
9660,9660,19.826,1.548,2266.8,7.66,9.229,147.18,121.63,2.031,0.0,8.564,8.495,69.786,54.055,58.617,55.48,49.25,0.638,2018-05-02 17:00:00
9720,9720,19.764,1.544,2271.6,7.808,9.212,147.41,121.91,2.023,0.0,8.583,8.535,69.938,54.047,58.641,55.426,49.262,0.622,2018-05-02 18:00:00
9780,9780,20.297,1.599,2268.6,7.745,9.206,146.99,121.63,2.055,0.0,8.539,8.474,69.764,54.059,58.629,55.566,49.219,0.628,2018-05-02 19:00:00
9840,9840,20.069,1.566,2267.4,7.716,9.209,146.81,121.47,2.062,0.0,8.54,8.481,69.724,54.039,58.66,55.484,49.164,0.64,2018-05-02 20:00:00
9900,9900,19.943,1.552,2267.6,7.571,9.192,147.43,121.94,2.156,0.0,8.58,8.525,69.836,54.066,58.699,55.453,49.164,0.645,2018-05-02 21:00:00
9960,9960,19.755,1.555,2268.0,7.603,9.236,147.28,121.84,2.008,0.0,8.549,8.489,69.65,54.074,58.672,55.578,49.336,0.627,2018-05-02 22:00:00
10020,10020,19.553,1.531,2267.8,7.649,9.209,147.41,121.88,2.0,0.0,8.547,8.49,69.713,54.066,58.707,55.492,49.328,0.633,2018-05-02 23:00:00
10080,10080,20.257,1.588,2267.8,7.659,9.22,146.78,121.29,2.047,0.0,8.559,8.492,69.92,54.059,58.711,55.578,49.184,0.631,2018-05-03 00:00:00
10140,10140,19.858,1.55,2270.8,7.559,9.189,147.34,122.12,2.023,0.0,8.536,8.469,69.841,54.082,58.699,55.578,49.34,0.656,2018-05-03 01:00:00
10200,10200,20.113,1.57,2267.6,7.577,9.207,146.94,121.37,1.977,0.0,8.576,8.513,69.807,54.086,58.715,55.574,49.25,0.634,2018-05-03 02:00:00
10260,10260,20.093,1.563,2265.8,7.647,9.189,146.81,121.55,2.008,0.0,8.579,8.52,69.921,54.074,58.695,55.578,49.242,0.626,2018-05-03 03:00:00
10320,10320,19.887,1.551,2269.6,7.611,9.236,147.23,121.69,2.109,0.0,8.533,8.483,69.804,54.16,58.727,55.586,49.336,0.632,2018-05-03 04:00:00
10380,10380,20.064,1.573,2272.2,7.737,9.236,147.32,121.66,2.047,0.0,8.571,8.519,69.84,54.082,58.707,55.574,49.242,0.641,2018-05-03 05:00:00
10440,10440,19.845,1.551,2267.8,7.601,9.214,147.06,121.59,2.055,0.0,8.567,8.5,69.639,54.086,58.738,55.578,49.34,0.648,2018-05-03 06:00:00
10500,10500,20.039,1.575,2266.0,7.684,9.201,147.23,121.86,2.031,0.0,8.529,8.454,69.817,54.148,58.738,55.652,49.328,0.634,2018-05-03 07:00:00
10560,10560,19.727,1.543,2265.8,7.626,9.187,147.1,121.63,1.922,0.0,8.561,8.504,69.984,54.148,58.77,55.668,49.418,0.632,2018-05-03 08:00:00
10620,10620,19.796,1.555,2267.6,7.688,9.247,147.45,122.1,2.102,0.0,8.516,8.462,69.675,54.148,58.777,55.656,49.406,0.646,2018-05-03 09:00:00
10680,10680,19.855,1.542,2269.6,7.719,9.199,147.41,121.94,2.164,0.0,8.571,8.508,69.763,54.246,58.789,55.586,49.352,0.632,2018-05-03 10:00:00
10740,10740,19.764,1.551,2270.0,7.768,9.194,147.21,121.91,1.977,0.0,8.541,8.484,69.807,54.164,58.793,55.645,49.41,0.641,2018-05-03 11:00:00
10800,10800,19.805,1.555,2263.4,7.659,9.178,146.91,121.52,2.047,0.0,8.581,8.516,69.976,54.16,58.801,55.586,49.336,0.661,2018-05-03 12:00:00
10860,10860,20.13,1.568,2263.4,7.718,9.197,147.37,121.84,1.953,0.0,8.542,8.484,69.79,54.238,58.859,55.66,49.336,0.631,2018-05-03 13:00:00
10920,10920,19.817,1.541,2259.8,7.615,9.185,147.44,122.02,2.047,0.0,8.525,8.469,69.871,54.16,58.871,55.641,49.402,0.642,2018-05-03 14:00:00
10980,10980,19.856,1.547,2261.0,7.846,9.232,147.06,121.49,1.922,0.0,8.519,8.459,69.899,54.227,58.883,55.656,49.406,0.631,2018-05-03 15:00:00
11040,11040,19.975,1.551,2260.2,7.591,9.178,146.96,121.52,2.172,0.0,8.557,8.495,69.891,54.152,58.863,55.68,49.473,0.63,2018-05-03 16:00:00
11100,11100,19.921,1.545,2263.8,7.622,9.179,146.98,121.69,1.945,0.0,8.572,8.513,69.978,54.242,58.871,55.711,49.418,0.641,2018-05-03 17:00:00
11160,11160,19.931,1.564,2261.8,7.581,9.216,147.24,121.73,1.969,0.0,8.557,8.506,69.803,54.258,58.875,55.707,49.41,0.64,2018-05-03 18:00:00
11220,11220,19.945,1.553,2264.4,7.796,9.19,146.86,121.45,1.992,0.0,8.521,8.462,69.918,54.238,58.863,55.723,49.445,0.621,2018-05-03 19:00:00
11280,11280,20.273,1.576,2263.0,7.536,9.169,147.15,121.77,2.219,0.0,8.554,8.488,69.842,54.254,58.863,55.711,49.328,0.638,2018-05-03 20:00:00
11340,11340,19.882,1.552,2268.6,7.714,9.189,146.99,121.67,2.031,0.0,8.569,8.502,69.821,54.242,58.875,55.66,49.418,0.647,2018-05-03 21:00:00
11400,11400,20.021,1.554,2267.0,7.62,9.214,146.78,121.34,2.055,0.0,8.568,8.507,69.717,54.238,58.871,55.727,49.449,0.632,2018-05-03 22:00:00
11460,11460,20.079,1.563,2265.8,7.702,9.211,146.99,121.39,1.992,0.0,8.533,8.477,69.83,54.242,58.887,55.695,49.391,0.624,2018-05-03 23:00:00
11520,11520,19.865,1.541,2267.6,7.691,9.182,147.15,121.81,2.047,0.0,8.557,8.505,69.728,54.238,58.883,55.695,49.488,0.654,2018-05-04 00:00:00
11580,11580,20.017,1.561,2267.2,7.473,9.208,147.27,121.89,2.141,0.0,8.53,8.483,69.727,54.254,58.883,55.734,49.457,0.641,2018-05-04 01:00:00
11640,11640,20.325,1.58,2266.0,7.731,9.181,147.08,121.59,2.023,0.0,8.559,8.507,69.726,54.246,58.871,55.734,49.328,0.634,2018-05-04 02:00:00
11700,11700,20.153,1.56,2265.4,7.601,9.189,146.86,121.42,2.023,0.0,8.516,8.467,69.726,54.254,58.883,55.727,49.422,0.642,2018-05-04 03:00:00
11760,11760,19.896,1.542,2267.6,7.679,9.197,147.13,121.69,2.141,0.0,8.526,8.47,69.77,54.254,58.871,55.723,49.496,0.624,2018-05-04 04:00:00
11820,11820,19.959,1.548,2265.4,7.626,9.165,147.05,121.59,1.937,0.0,8.571,8.524,69.801,54.254,58.863,55.746,49.488,0.629,2018-05-04 05:00:00
11880,11880,19.889,1.544,2264.6,7.614,9.186,147.02,121.6,2.055,0.0,8.531,8.469,69.815,54.309,58.887,55.734,49.488,0.633,2018-05-04 06:00:00
11940,11940,20.121,1.558,2267.4,7.701,9.185,146.52,121.19,2.047,0.0,8.507,8.438,69.754,54.246,58.891,55.727,49.461,0.65,2018-05-04 07:00:00
12000,12000,20.217,1.561,2265.8,7.477,9.174,147.02,121.71,1.945,0.0,8.533,8.488,69.571,54.34,58.953,55.816,49.445,0.627,2018-05-04 08:00:00
12060,12060,20.081,1.557,2265.6,7.634,9.17,147.07,121.81,2.062,0.0,8.543,8.491,69.496,54.324,58.926,55.816,49.512,0.63,2018-05-04 09:00:00
12120,12120,20.081,1.564,2265.8,7.559,9.203,146.69,121.27,2.109,0.0,8.522,8.458,69.64,54.332,58.953,55.82,49.445,0.624,2018-05-04 10:00:00
12180,12180,20.361,1.583,2263.6,7.578,9.169,147.34,121.96,2.055,0.0,8.554,8.486,69.744,54.418,58.969,55.859,49.578,0.658,2018-05-04 11:00:00
12240,12240,19.883,1.543,2265.8,7.688,9.193,146.76,121.19,2.047,0.0,8.559,8.495,69.69,54.324,58.957,55.816,49.59,0.641,2018-05-04 12:00:00
12300,12300,19.858,1.54,2267.8,7.752,9.216,146.85,121.61,1.977,0.0,8.537,8.484,69.558,54.34,58.984,55.887,49.652,0.629,2018-05-04 13:00:00
12360,12360,20.09,1.562,2267.8,7.628,9.218,147.1,121.65,2.047,0.0,8.523,8.46,69.555,54.406,58.969,55.855,49.578,0.631,2018-05-04 14:00:00
12420,12420,20.03,1.552,2267.0,7.699,9.234,147.44,121.87,2.164,0.0,8.535,8.474,69.588,54.43,58.996,55.863,49.582,0.636,2018-05-04 15:00:00
12480,12480,19.964,1.541,2265.6,7.726,9.194,146.74,121.6,2.086,0.0,8.559,8.497,69.575,54.465,59.035,55.82,49.578,0.628,2018-05-04 16:00:00
12540,12540,20.044,1.545,2266.0,7.771,9.203,146.97,121.55,2.102,0.0,8.531,8.488,69.569,54.453,59.047,55.828,49.574,0.643,2018-05-04 17:00:00
12600,12600,20.229,1.566,2268.6,7.623,9.225,147.34,121.91,1.977,0.0,8.517,8.457,69.599,54.465,59.066,55.848,49.562,0.64,2018-05-04 18:00:00
12660,12660,19.908,1.545,2293.8,7.378,9.186,146.52,121.39,1.922,0.0,8.512,8.46,65.313,54.324,58.957,55.855,49.652,0.624,2018-05-04 19:00:00
12720,12720,20.505,1.591,2863.2,8.288,9.218,188.71,165.31,0.617,0.0,8.51,8.448,10.877,54.238,58.312,55.801,49.445,0.884,2018-05-04 20:00:00
12780,12780,20.027,1.55,2284.4,7.711,9.213,146.38,121.39,2.086,0.0,8.512,8.462,68.002,54.242,58.793,55.832,49.656,0.748,2018-05-04 21:00:00
12840,12840,19.9,1.529,2293.8,7.232,9.219,146.48,121.19,1.695,0.0,8.516,8.453,66.416,54.238,58.871,55.656,49.488,0.676,2018-05-04 22:00:00
12900,12900,20.066,1.55,2289.6,7.293,9.173,146.16,120.84,2.055,0.0,8.562,8.495,65.148,54.246,58.551,55.727,49.508,0.72,2018-05-04 23:00:00
12960,12960,20.379,1.573,2282.0,7.215,9.2,146.4,121.6,1.945,0.0,8.557,8.491,65.401,54.238,58.543,55.828,49.488,0.713,2018-05-05 00:00:00
13020,13020,19.94,1.53,2293.6,7.314,9.223,145.55,120.43,1.812,0.0,8.549,8.491,65.263,54.324,58.738,55.656,49.484,0.656,2018-05-05 01:00:00
13080,13080,20.036,1.549,2297.4,7.373,9.198,146.66,121.6,1.891,0.0,8.557,8.504,65.615,54.246,58.82,55.816,49.582,0.663,2018-05-05 02:00:00
13140,13140,19.732,1.517,2289.6,7.361,9.181,146.85,121.56,1.953,0.0,8.524,8.469,65.549,54.242,58.875,55.832,49.68,0.641,2018-05-05 03:00:00
13200,13200,19.847,1.526,2285.8,7.341,9.224,146.39,121.06,1.891,0.0,8.521,8.459,65.369,54.246,58.871,55.734,49.66,0.651,2018-05-05 04:00:00
13260,13260,20.166,1.547,2281.8,7.433,9.193,146.39,121.16,1.922,0.0,8.563,8.511,65.297,54.246,58.848,55.832,49.566,0.649,2018-05-05 05:00:00
13320,13320,19.881,1.53,2287.8,7.384,9.231,146.06,120.87,1.898,0.0,8.514,8.446,65.237,54.266,58.875,55.746,49.59,0.645,2018-05-05 06:00:00
13380,13380,19.919,1.531,2287.6,7.477,9.216,146.2,121.0,1.969,0.0,8.547,8.49,65.122,54.254,58.859,55.754,49.582,0.648,2018-05-05 07:00:00
13440,13440,19.83,1.524,2285.6,7.484,9.176,146.13,120.79,1.898,0.0,8.562,8.506,65.305,54.32,58.871,55.672,49.566,0.651,2018-05-05 08:00:00
13500,13500,20.009,1.534,2280.0,7.233,9.209,146.1,120.64,1.891,0.0,8.516,8.46,65.217,54.258,58.82,55.699,49.578,0.647,2018-05-05 09:00:00
13560,13560,20.074,1.534,2285.4,7.249,9.204,146.38,121.1,1.883,0.0,8.547,8.483,65.309,54.32,58.832,55.75,49.566,0.645,2018-05-05 10:00:00
13620,13620,19.562,1.494,2283.4,7.391,9.171,146.03,120.83,1.937,0.0,8.567,8.5,65.244,54.254,58.844,55.734,49.66,0.649,2018-05-05 11:00:00
13680,13680,19.911,1.524,2281.8,7.244,9.205,146.23,120.98,1.992,0.0,8.522,8.461,65.301,54.258,58.859,55.668,49.566,0.637,2018-05-05 12:00:00
13740,13740,20.123,1.542,2285.0,7.299,9.203,146.02,120.8,1.75,0.0,8.564,8.513,65.262,54.254,58.855,55.684,49.469,0.667,2018-05-05 13:00:00
13800,13800,19.931,1.53,2287.4,7.313,9.216,146.45,121.23,1.836,0.0,8.514,8.452,65.217,54.258,58.875,55.715,49.574,0.656,2018-05-05 14:00:00
13860,13860,19.739,1.515,2280.6,7.318,9.174,146.38,121.16,1.836,0.0,8.552,8.496,65.324,54.254,58.863,55.672,49.566,0.657,2018-05-05 15:00:00
13920,13920,20.368,1.556,2282.6,7.282,9.201,146.26,121.06,1.883,0.0,8.503,8.444,65.281,54.254,58.859,55.66,49.441,0.652,2018-05-05 16:00:00
13980,13980,20.265,1.55,2281.8,7.346,9.196,146.07,120.8,1.836,0.0,8.574,8.505,65.265,54.254,58.828,55.687,49.41,0.671,2018-05-05 17:00:00
14040,14040,20.368,1.567,2281.8,7.369,9.193,146.27,120.98,2.023,0.0,8.52,8.459,65.385,54.266,58.832,55.738,49.461,0.644,2018-05-05 18:00:00
14100,14100,20.454,1.566,2285.4,7.366,9.193,146.37,121.13,2.031,0.0,8.552,8.495,65.221,54.242,58.844,55.738,49.43,0.642,2018-05-05 19:00:00
14160,14160,20.519,1.568,2283.6,7.239,9.212,146.23,121.0,1.922,0.0,8.524,8.477,65.23,54.34,58.871,55.734,49.402,0.647,2018-05-05 20:00:00
14220,14220,20.579,1.58,2283.2,7.265,9.233,146.18,120.98,1.969,0.0,8.523,8.462,65.368,54.324,58.809,55.684,49.34,0.653,2018-05-05 21:00:00
14280,14280,20.146,1.542,2282.4,7.226,9.194,145.84,120.62,1.859,0.0,8.552,8.495,65.269,54.336,58.891,55.746,49.496,0.65,2018-05-05 22:00:00
14340,14340,20.209,1.551,2282.0,7.251,9.226,146.34,121.03,1.953,0.0,8.519,8.458,65.392,54.312,58.875,55.684,49.449,0.65,2018-05-05 23:00:00
14400,14400,19.686,1.508,2281.8,7.281,9.18,146.29,120.98,1.891,0.0,8.568,8.507,65.29,54.305,58.883,55.727,49.641,0.646,2018-05-06 00:00:00
14460,14460,19.919,1.527,2283.6,7.276,9.192,146.21,120.87,1.812,0.0,8.521,8.454,65.299,54.332,58.875,55.734,49.562,0.656,2018-05-06 01:00:00
14520,14520,20.012,1.527,2281.6,7.333,9.196,145.84,120.61,1.937,0.0,8.552,8.497,65.375,54.348,58.875,55.734,49.66,0.657,2018-05-06 02:00:00
14580,14580,20.124,1.529,2282.0,7.284,9.206,146.07,120.88,1.859,0.0,8.523,8.461,65.147,54.418,58.871,55.82,49.656,0.65,2018-05-06 03:00:00
14640,14640,20.18,1.526,2280.4,7.306,9.197,146.24,121.06,1.914,0.0,8.538,8.483,65.271,54.324,58.871,55.746,49.656,0.656,2018-05-06 04:00:00
14700,14700,20.253,1.545,2285.4,7.303,9.196,146.26,120.94,1.844,0.0,8.495,8.443,65.148,54.418,58.863,55.816,49.574,0.645,2018-05-06 05:00:00
14760,14760,20.376,1.555,2281.6,7.231,9.212,146.4,121.14,1.773,0.0,8.528,8.467,65.23,54.414,58.887,55.754,49.484,0.653,2018-05-06 06:00:00
14820,14820,20.014,1.533,2283.6,7.287,9.173,146.38,121.03,1.969,0.0,8.537,8.479,65.247,54.391,58.883,55.848,49.652,0.65,2018-05-06 07:00:00
14880,14880,19.984,1.532,2853.4,11.754,9.177,188.62,165.15,0.773,0.0,8.501,8.449,10.784,54.453,58.301,55.863,49.66,0.866,2018-05-06 08:00:00
14940,14940,20.112,1.555,2285.8,7.156,9.219,146.27,120.82,1.867,0.0,8.502,8.453,65.61,54.5,58.871,56.008,49.723,0.662,2018-05-06 09:00:00
15000,15000,19.796,1.523,2285.8,7.294,9.194,146.46,121.38,1.844,0.0,8.515,8.46,65.183,54.492,58.953,55.871,49.719,0.646,2018-05-06 10:00:00
15060,15060,20.112,1.55,2287.6,7.225,9.172,146.19,121.06,1.922,0.0,8.526,8.465,65.34,54.496,58.98,56.008,49.723,0.657,2018-05-06 11:00:00
15120,15120,20.343,1.577,2273.6,7.366,9.219,146.97,121.52,2.109,0.0,8.501,8.448,66.969,54.508,58.992,56.004,49.66,0.652,2018-05-06 12:00:00
15180,15180,19.932,1.535,2273.4,7.268,9.21,146.65,121.12,1.953,0.0,8.502,8.447,66.618,54.5,58.98,55.914,49.723,0.661,2018-05-06 13:00:00
15240,15240,20.153,1.548,2273.2,7.265,9.174,146.66,121.23,1.945,0.0,8.534,8.484,66.784,54.578,59.051,55.898,49.652,0.658,2018-05-06 14:00:00
15300,15300,20.3,1.57,2271.6,7.268,9.193,146.45,121.16,1.914,0.0,8.502,8.45,66.808,54.496,59.047,55.996,49.684,0.646,2018-05-06 15:00:00
15360,15360,19.983,1.533,2269.8,7.349,9.211,146.66,121.38,1.937,0.0,8.517,8.466,66.813,54.547,59.035,55.91,49.723,0.651,2018-05-06 16:00:00
15420,15420,20.02,1.539,2271.6,7.529,9.172,146.42,121.11,1.898,0.0,8.52,8.464,66.866,54.512,59.051,55.883,49.645,0.656,2018-05-06 17:00:00
15480,15480,20.265,1.575,2273.4,7.507,9.196,146.45,121.3,2.078,0.0,8.507,8.459,66.62,54.496,59.051,55.992,49.684,0.649,2018-05-06 18:00:00
15540,15540,20.14,1.543,2271.8,7.456,9.185,146.57,121.08,1.937,0.0,8.54,8.488,66.636,54.508,59.027,55.91,49.656,0.66,2018-05-06 19:00:00
15600,15600,19.976,1.531,2270.0,7.443,9.199,146.41,121.08,2.023,0.0,8.558,8.499,66.69,54.512,59.051,55.859,49.684,0.645,2018-05-06 20:00:00
15660,15660,20.155,1.551,2275.6,7.473,9.191,146.2,121.09,2.0,0.0,8.502,8.45,66.637,54.496,59.023,55.914,49.668,0.651,2018-05-06 21:00:00
15720,15720,20.133,1.548,2271.6,7.343,9.194,146.66,121.44,1.945,0.0,8.523,8.465,66.747,54.508,59.035,55.91,49.656,0.644,2018-05-06 22:00:00
15780,15780,19.849,1.543,2271.4,7.375,9.186,146.03,120.69,2.008,0.0,8.554,8.5,66.673,54.5,59.039,55.926,49.738,0.646,2018-05-06 23:00:00
15840,15840,19.944,1.536,2269.6,7.535,9.184,146.21,120.91,2.102,0.0,8.497,8.432,66.728,54.586,59.008,55.848,49.652,0.674,2018-05-07 00:00:00
15900,15900,19.824,1.521,2269.6,7.441,9.148,146.48,121.29,2.031,0.0,8.547,8.493,66.668,54.5,58.992,55.895,49.727,0.637,2018-05-07 01:00:00
15960,15960,20.327,1.569,2269.6,7.424,9.2,146.27,121.0,2.023,0.0,8.5,8.438,66.686,54.492,59.023,55.859,49.574,0.652,2018-05-07 02:00:00
16020,16020,19.962,1.533,2275.4,7.376,9.191,146.56,121.02,1.937,0.0,8.536,8.483,66.604,54.492,59.02,55.895,49.652,0.658,2018-05-07 03:00:00
16080,16080,20.183,1.552,2270.0,7.469,9.231,146.18,120.83,2.023,0.0,8.511,8.45,66.774,54.52,58.98,55.82,49.574,0.652,2018-05-07 04:00:00
16140,16140,20.166,1.544,2272.4,7.263,9.197,146.1,120.69,2.047,0.0,8.501,8.443,66.645,54.5,58.984,55.832,49.59,0.654,2018-05-07 05:00:00
16200,16200,19.924,1.54,2271.6,7.364,9.196,146.2,120.81,2.047,0.0,8.531,8.467,66.696,54.496,58.969,55.859,49.684,0.647,2018-05-07 06:00:00
16260,16260,19.969,1.531,2272.6,7.384,9.176,146.41,121.06,2.008,0.0,8.556,8.498,66.754,54.48,59.008,55.875,49.645,0.657,2018-05-07 07:00:00
16320,16320,20.025,1.541,2270.0,7.308,9.178,146.51,121.27,1.891,0.0,8.5,8.436,66.809,54.496,59.02,55.922,49.68,0.669,2018-05-07 08:00:00
16380,16380,20.331,1.557,2271.6,7.301,9.183,146.15,120.91,1.937,0.0,8.524,8.477,66.789,54.512,58.984,55.836,49.578,0.638,2018-05-07 09:00:00
16440,16440,20.208,1.544,2273.0,7.344,9.203,146.46,121.16,2.008,0.0,8.556,8.5,66.791,54.512,59.0,55.832,49.59,0.646,2018-05-07 10:00:00
16500,16500,20.041,1.558,2271.4,7.312,9.2,146.81,121.3,1.969,0.0,8.502,8.45,66.715,54.492,59.051,55.91,49.656,0.655,2018-05-07 11:00:00
16560,16560,20.069,1.547,2269.8,7.475,9.184,146.39,120.96,1.937,0.0,8.504,8.447,66.705,54.445,59.008,55.93,49.695,0.66,2018-05-07 12:00:00
16620,16620,20.051,1.54,2271.6,7.491,9.179,146.8,121.49,2.031,0.0,8.538,8.472,66.588,54.496,59.035,55.902,49.687,0.651,2018-05-07 13:00:00
16680,16680,19.837,1.517,2275.6,7.451,9.165,146.26,121.04,1.937,0.0,8.531,8.469,66.651,54.484,59.055,55.832,49.687,0.647,2018-05-07 14:00:00
16740,16740,19.92,1.536,2273.8,7.299,9.216,146.84,121.31,1.922,0.0,8.5,8.446,66.656,54.492,59.074,55.875,49.687,0.644,2018-05-07 15:00:00
16800,16800,20.079,1.538,2271.6,7.354,9.178,146.26,121.04,2.008,0.0,8.547,8.491,66.711,54.5,59.035,55.922,49.687,0.649,2018-05-07 16:00:00
16860,16860,20.074,1.539,2273.6,7.54,9.185,146.43,121.28,1.992,0.0,8.514,8.455,66.646,54.492,59.027,55.848,49.652,0.648,2018-05-07 17:00:00
16920,16920,20.537,1.573,2273.6,7.326,9.203,146.81,121.52,1.937,0.0,8.535,8.479,66.66,54.586,59.055,55.859,49.582,0.657,2018-05-07 18:00:00
16980,16980,20.071,1.533,2275.8,7.334,9.209,146.46,121.22,1.945,0.0,8.495,8.443,66.564,54.5,59.055,55.871,49.66,0.655,2018-05-07 19:00:00
17040,17040,20.0,1.525,2273.8,7.477,9.164,146.51,121.27,1.969,0.0,8.541,8.486,66.581,54.496,59.055,55.922,49.652,0.645,2018-05-07 20:00:00
17100,17100,20.167,1.538,2271.6,7.49,9.156,146.34,121.09,1.922,0.0,8.498,8.443,66.527,54.492,59.051,55.922,49.711,0.637,2018-05-07 21:00:00
17160,17160,20.324,1.561,2272.0,7.459,9.229,146.39,121.22,2.062,0.0,8.491,8.424,66.651,54.59,59.074,55.848,49.578,0.649,2018-05-07 22:00:00
17220,17220,20.197,1.541,2272.0,7.331,9.212,146.34,120.91,2.055,0.0,8.538,8.47,66.619,54.5,59.062,55.914,49.684,0.645,2018-05-07 23:00:00
17280,17280,20.552,1.562,2271.4,7.426,9.17,146.48,121.26,2.047,0.0,8.524,8.469,66.628,54.496,59.074,55.914,49.594,0.642,2018-05-08 00:00:00
17340,17340,20.142,1.547,2271.8,7.346,9.207,146.51,121.1,2.008,0.0,8.506,8.453,66.686,54.508,59.066,55.922,49.684,0.649,2018-05-08 01:00:00
17400,17400,20.22,1.54,2271.8,7.532,9.196,146.53,121.16,1.953,0.0,8.528,8.476,66.762,54.496,59.066,55.922,49.699,0.631,2018-05-08 02:00:00
17460,17460,20.768,1.596,2273.6,7.381,9.184,146.64,121.37,1.922,0.0,8.488,8.433,66.761,54.48,59.051,55.91,49.496,0.791,2018-05-08 03:00:00
17520,17520,20.22,1.542,2273.6,7.413,9.201,146.54,121.29,1.953,0.0,8.517,8.465,66.688,54.508,59.117,55.91,49.66,0.64,2018-05-08 04:00:00
17580,17580,20.25,1.544,2259.8,7.707,9.187,147.18,121.81,2.0,0.0,8.516,8.467,69.552,54.508,59.129,55.91,49.668,0.648,2018-05-08 05:00:00
17640,17640,20.313,1.555,2261.6,7.54,9.18,146.83,121.39,1.945,1.079,8.509,8.451,69.505,54.586,59.133,55.914,49.66,0.633,2018-05-08 06:00:00
17700,17700,20.718,1.586,2261.8,7.797,9.189,147.12,121.73,2.062,0.0,8.528,8.479,69.631,54.664,59.148,55.996,49.66,0.642,2018-05-08 07:00:00
17760,17760,20.271,1.555,2257.6,7.523,9.18,147.04,121.59,2.055,0.0,8.502,8.455,69.725,54.656,59.203,56.09,49.801,0.647,2018-05-08 08:00:00
17820,17820,20.241,1.551,2259.8,7.669,9.184,146.91,121.52,2.023,0.0,8.483,8.423,69.65,54.75,59.32,56.086,49.812,0.645,2018-05-08 09:00:00
17880,17880,20.185,1.552,2259.8,7.552,9.19,147.3,121.81,2.047,0.0,8.469,8.415,69.701,54.723,59.32,56.16,49.891,0.659,2018-05-08 10:00:00
17940,17940,20.635,1.582,2262.8,7.626,9.209,146.99,121.56,2.055,0.0,8.483,8.412,69.653,54.766,59.402,56.102,49.723,0.638,2018-05-08 11:00:00
18000,18000,20.655,1.58,2254.0,7.716,9.173,146.88,121.39,2.023,0.0,8.465,8.408,69.633,54.84,59.406,56.113,49.727,0.64,2018-05-08 12:00:00
18060,18060,20.72,1.588,2256.0,7.536,9.166,146.69,121.28,1.953,0.0,8.464,8.412,69.587,54.879,59.398,56.246,49.805,0.642,2018-05-08 13:00:00
18120,18120,20.733,1.59,2260.0,7.708,9.156,146.31,120.92,2.0,0.0,8.524,8.459,69.559,54.891,59.418,56.246,49.805,0.641,2018-05-08 14:00:00
18180,18180,20.612,1.589,2265.6,7.594,9.171,147.05,121.65,1.937,0.0,8.455,8.399,69.44,54.922,59.473,56.332,49.895,0.627,2018-05-08 15:00:00
18240,18240,20.339,1.568,2263.8,7.606,9.163,146.76,121.45,2.078,0.0,8.516,8.458,69.282,54.898,59.445,56.328,49.965,0.629,2018-05-08 16:00:00
18300,18300,20.681,1.591,2261.6,7.636,9.156,146.98,121.5,2.031,0.0,8.481,8.415,69.478,54.906,59.5,56.348,49.898,0.644,2018-05-08 17:00:00
18360,18360,20.349,1.568,2259.6,7.563,9.16,147.02,121.61,2.086,0.0,8.479,8.42,69.6,54.898,59.512,56.328,49.977,0.632,2018-05-08 18:00:00
18420,18420,20.72,1.587,2261.6,7.653,9.136,146.59,121.29,2.117,0.0,8.519,8.467,69.521,54.949,59.562,56.34,49.879,0.63,2018-05-08 19:00:00
18480,18480,20.616,1.586,2263.6,7.671,9.134,146.56,121.19,2.117,0.0,8.474,8.411,69.36,54.898,59.562,56.422,49.984,0.642,2018-05-08 20:00:00
18540,18540,20.956,1.617,2257.6,7.617,9.134,146.91,121.5,2.102,0.0,8.454,8.405,69.614,55.059,59.617,56.422,49.879,0.627,2018-05-08 21:00:00
18600,18600,20.455,1.564,2255.6,7.626,9.126,146.98,121.59,2.062,0.0,8.509,8.446,69.605,55.082,59.66,56.34,49.973,0.632,2018-05-08 22:00:00
18660,18660,20.73,1.588,2257.8,7.551,9.196,146.94,121.52,2.047,0.0,8.482,8.424,69.524,55.078,59.676,56.43,49.984,0.631,2018-05-08 23:00:00
18720,18720,20.73,1.597,2261.4,7.451,9.133,146.98,121.45,1.898,0.0,8.455,8.394,69.461,55.078,59.637,56.414,49.984,0.637,2018-05-09 00:00:00
